book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4814,7783920,7783920,10714283,19,038573882X,9780385738830.0,Rob Buyea,2010.0,,Because of Mr. Terupt,eng,4.34,20632,22507,2504,244,525,2713,6883,12142,https://images.gr-assets.com/books/1320456974m/7783920.jpg,https://images.gr-assets.com/books/1320456974s/7783920.jpg
4815,37739,37739,2630133,45,330398059,9780330398050.0,Judy Blume,1974.0,Blubber,Blubber,en-GB,3.78,25402,27462,961,486,1685,8274,9879,7138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4819,2213324,2213324,2219112,32,545040523,9780545040520.0,Meg Cabot,2008.0,Airhead ,"Airhead (Airhead, #1)",eng,3.77,32457,34101,2002,875,2861,9350,11142,9873,https://images.gr-assets.com/books/1260574610m/2213324.jpg,https://images.gr-assets.com/books/1260574610s/2213324.jpg
4832,125190,125190,231599,60,087923573X,9780879235730.0,Arthur Ransome,1930.0,Swallows and Amazons,"Swallows and Amazons (Swallows and Amazons, #1)",eng,3.98,21716,23051,712,642,1298,4729,7511,8871,https://images.gr-assets.com/books/1277148503m/125190.jpg,https://images.gr-assets.com/books/1277148503s/125190.jpg
4834,20525628,20525628,37105995,39,,,Caitlin Moran,2014.0,How to Build a Girl,How to Build a Girl,eng,3.69,16981,21477,2584,652,1846,5934,8198,4847,https://images.gr-assets.com/books/1410131752m/20525628.jpg,https://images.gr-assets.com/books/1410131752s/20525628.jpg
4838,126807,126807,122117,37,1400047463,9781400047470.0,Chris Bohjalian,2007.0,The Double Bind,The Double Bind,eng,3.62,22067,23773,3551,783,2346,6910,8931,4803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4839,9751378,9751378,14640621,18,312642695,9780312642690.0,Mary Kay Andrews,2011.0,,Summer Rental,en-US,3.78,20723,23166,2233,304,1417,6893,9075,5477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4841,17899696,17899696,24162053,36,1455549002,9781455549010.0,J.A. Redmerski,2013.0,The Edge of Always,"The Edge of Always (The Edge of Never, #2)",eng,4.02,17532,33118,2993,513,1839,6702,11539,12525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4842,2873,2873,1294261,60,452284449,9780452284450.0,Tracy Chevalier,1997.0,The Virgin Blue,The Virgin Blue,eng,3.65,23484,24715,1554,448,2266,7840,9042,5119,https://images.gr-assets.com/books/1395581883m/2873.jpg,https://images.gr-assets.com/books/1395581883s/2873.jpg
4847,825081,825081,1223344,30,688128971,9780688128980.0,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,Lilly's Purple Plastic Purse,,4.2,24247,24382,888,363,1027,4189,6699,12104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4851,6686671,6686671,6882002,15,,9789792335580.0,Kyousuke Motomi,2007.0,電撃デイジー 1,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",ind,4.3,20880,22132,352,396,793,3035,5564,12344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4858,129117,129117,2896642,50,743571355,9780743571360.0,Lisa Lutz,2007.0,The Spellman Files,"The Spellman Files (The Spellmans, #1)",eng,3.88,23788,27806,3326,605,1611,6457,11021,8112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4886,773606,773606,214429,43,670447161,9780670447170.0,Ludwig Bemelmans,1953.0,Madeline's Rescue,Madeline's Rescue,eng,4.24,24495,24648,364,195,735,4405,7017,12296,https://images.gr-assets.com/books/1355323337m/773606.jpg,https://images.gr-assets.com/books/1355323337s/773606.jpg
4888,659622,659622,3311863,52,067172942X,9780671729420.0,V.C. Andrews,1987.0,Garden of Shadows,"Garden of Shadows (Dollanganger, #5)",eng,3.88,23139,24825,587,392,1810,6511,7703,8409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4900,22693182,22693182,42306687,24,62225464,9780062225470.0,Kimberly McCreight,2015.0,,Where They Found Her,eng,3.83,19429,22259,2480,282,1066,5893,9830,5188,https://images.gr-assets.com/books/1406044898m/22693182.jpg,https://images.gr-assets.com/books/1406044898s/22693182.jpg
4902,74256,74256,123908,81,2070364232,9782070364240.0,"René Goscinny, Jean-Jacques Sempé",1959.0,Le Petit Nicolas,"Le Petit Nicolas (Le petit Nicolas, #1)",fre,4.13,24796,27363,514,343,1052,5006,9303,11659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4907,28899,28899,7577,20,142407577,9780142407580.0,Mike Lupica,2006.0,Heat,Heat,en-US,3.97,16579,16831,1229,382,875,3657,5951,5966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4913,233044,233044,4083749,47,778321606,9780778321610.0,Debbie Macomber,2003.0,The Shop on Blossom Street,"The Shop on Blossom Street (Blossom Street, #1)",eng,4.04,22861,24892,1668,318,946,5215,9304,9109,https://images.gr-assets.com/books/1459531418m/233044.jpg,https://images.gr-assets.com/books/1459531418s/233044.jpg
4918,27252717,27252717,45217167,27,,,Elle Kennedy,2016.0,The Score,"The Score (Off-Campus, #3)",eng,4.27,32709,35287,3848,276,844,4572,12919,16676,https://images.gr-assets.com/books/1493326480m/27252717.jpg,https://images.gr-assets.com/books/1493326480s/27252717.jpg
4920,3121162,3121162,3152505,52,316059862,9780316059860.0,Anita Shreve,2008.0,Testimony,Testimony,en-US,3.54,21977,24212,3047,552,2498,8357,8881,3924,https://images.gr-assets.com/books/1328975356m/3121162.jpg,https://images.gr-assets.com/books/1328975356s/3121162.jpg
4934,6596547,6596547,6790315,27,399252649,9780399252650.0,Kathryn Erskine,2010.0,Mockingbird,Mockingbird,eng,4.18,21138,23766,3626,249,703,3854,8755,10205,https://images.gr-assets.com/books/1301271068m/6596547.jpg,https://images.gr-assets.com/books/1301271068s/6596547.jpg
4937,903,903,1731888,25,808553038,9780808553040.0,Zilpha Keatley Snyder,1967.0,The Egypt Game,"The Egypt Game (Game, #1)",eng,3.81,26657,28206,1140,798,2070,7229,9716,8393,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4938,277397,277397,1347714,37,375703055,9780375703060.0,Kaye Gibbons,1987.0,Ellen Foster,Ellen Foster,eng,3.75,23327,24511,1379,468,1770,6993,9353,5927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4947,515905,515905,2141767,12,1423102991,9781423102990.0,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",en-US,4.28,23396,23497,723,310,788,3355,6518,12526,https://images.gr-assets.com/books/1327894604m/515905.jpg,https://images.gr-assets.com/books/1327894604s/515905.jpg
4950,11178225,11178225,16102692,45,039925692X,9780399256930.0,Ruta Sepetys,2013.0,Out of the Easy,Out of the Easy,eng,4.05,25913,28925,4388,464,985,5290,11982,10204,https://images.gr-assets.com/books/1339784547m/11178225.jpg,https://images.gr-assets.com/books/1339784547s/11178225.jpg
4962,13568322,29908754,19146744,4,1846247195,9781846247190.0,R.D. Ronald,2012.0,,The Zombie Room,eng,3.61,14302,17539,131,1797,1750,3986,4039,5967,https://images.gr-assets.com/books/1348552492m/13568322.jpg,https://images.gr-assets.com/books/1348552492s/13568322.jpg
4965,33569,33569,3200846,43,140389660,9780140389660.0,S.E. Hinton,1971.0,"That Was Then, This Is Now","That Was Then, This Is Now",en-US,3.89,22946,24028,1384,311,1327,6324,8776,7290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4966,6164358,6164358,6343668,37,307582396,9780307582390.0,"Trenton Lee Stewart, Del Roy",2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",,4.28,23448,26530,1325,189,589,3854,8938,12960,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg
4967,10149142,10149142,15047462,32,61579033,9780061579040.0,Kevin    Wilson,2011.0,The Family Fang,The Family Fang,en-US,3.6,18214,20904,2956,682,1867,6247,8379,3729,https://images.gr-assets.com/books/1444101399m/10149142.jpg,https://images.gr-assets.com/books/1444101399s/10149142.jpg
4975,4835838,4835838,4901046,18,545052394,9780545052400.0,Wendy Mass,2009.0,11 Birthdays,"11 Birthdays (Willow Falls, #1)",eng,4.18,22339,23427,2132,248,804,4099,7652,10624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4977,9461872,9461872,14346762,27,385521227,9780385521220.0,Ann Brashares,2011.0,Sisterhood Everlasting,"Sisterhood Everlasting (Sisterhood, #5)",eng,3.9,25849,29366,3796,555,1930,6759,10838,9284,https://images.gr-assets.com/books/1327878529m/9461872.jpg,https://images.gr-assets.com/books/1327878529s/9461872.jpg
4982,426625,426625,1167774,29,60542098,9780060542090.0,"Jane O'Connor, Robin Preiss Glasser",2005.0,Fancy Nancy,Fancy Nancy,,4.15,21619,21741,792,483,1079,3876,5647,10656,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg
4984,21535019,21535019,40863995,65,141971189X,9781419711890.0,Jeff Kinney,2014.0,The Long Haul ,"The Long Haul (Diary of a Wimpy Kid, #9)",eng,4.33,21822,27595,2456,528,896,3526,6724,15921,https://images.gr-assets.com/books/1408500992m/21535019.jpg,https://images.gr-assets.com/books/1408500992s/21535019.jpg
5001,1896346,1896346,1897914,9,1421514818,9781421514820.0,Kazune Kawahara,2004.0,高校デビュー 1,"High School Debut, Vol. 01 (High School Debut, #1)",en-GB,4.11,21210,21266,272,664,1205,3798,5088,10511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5018,7824997,7824997,10872266,63,142428698,9780142428700.0,"John Grisham, Richard Thomas",2010.0,"Theodore Boone, Kid Lawyer","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",eng,3.72,19284,23368,2965,609,1937,6872,7939,6011,https://images.gr-assets.com/books/1275094812m/7824997.jpg,https://images.gr-assets.com/books/1275094812s/7824997.jpg
5020,39980,39980,39678,30,142300705,9780142300700.0,Richard Peck,2000.0,A Year Down Yonder,"A Year Down Yonder (A Long Way from Chicago, #2)",eng,4.1,23310,24350,1635,454,1004,4422,8278,10192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5029,112675,112675,108493,45,64473627,9780064473620.0,Louise Rennison,2001.0,Knocked out by my nunga-nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",en-US,3.97,24077,26587,590,400,1362,6431,8864,9530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5031,18114068,18114068,25441299,31,1594204993,9781594205000.0,Phil Klay,2014.0,Redeployment,Redeployment,eng,3.98,15597,18114,2535,284,843,3662,7575,5750,https://images.gr-assets.com/books/1417987993m/18114068.jpg,https://images.gr-assets.com/books/1417987993s/18114068.jpg
5032,6512140,6512140,4733312,20,385733976,9780385733980.0,Libba Bray,2009.0,Going Bovine,Going Bovine,eng,3.65,26259,27233,3602,1693,2996,6374,8229,7941,https://images.gr-assets.com/books/1320391025m/6512140.jpg,https://images.gr-assets.com/books/1320391025s/6512140.jpg
5036,8293938,8293938,13142485,30,385907508,9780385907510.0,Clare Vanderpool,2010.0,Moon Over Manifest,Moon Over Manifest,eng,4.02,23298,24791,4041,567,1125,4570,9591,8938,https://images.gr-assets.com/books/1320541883m/8293938.jpg,https://images.gr-assets.com/books/1320541883s/8293938.jpg
5038,10710392,10710392,15620818,3,1595144358,9781595144360.0,"Jessica Anthony, Rodrigo Corral",2012.0,,Chopsticks,eng,3.72,18375,18377,1508,1062,1779,4481,4964,6091,https://images.gr-assets.com/books/1364073067m/10710392.jpg,https://images.gr-assets.com/books/1364073067s/10710392.jpg
5039,21853628,21853628,41125525,17,125001011X,9781250010120.0,Lisa Scottoline,2015.0,,Every Fifteen Minutes,en-CA,3.72,16765,20212,2497,524,1640,5547,7857,4644,https://images.gr-assets.com/books/1428638866m/21853628.jpg,https://images.gr-assets.com/books/1428638866s/21853628.jpg
5050,9545064,9545064,13472700,34,446574465,9780446574460.0,Rachel Simon,2011.0,The Story of Beautiful Girl,The Story of Beautiful Girl,,3.92,19655,22401,3517,279,1111,5172,9503,6336,https://images.gr-assets.com/books/1336851169m/9545064.jpg,https://images.gr-assets.com/books/1336851169s/9545064.jpg
5053,11391817,11391817,16323867,4,545176867,9780545176870.0,Allen Say,2011.0,,Drawing from Memory,eng,3.81,21137,21140,346,1140,1939,4719,5254,8088,https://images.gr-assets.com/books/1328837508m/11391817.jpg,https://images.gr-assets.com/books/1328837508s/11391817.jpg
5063,16093188,16093188,21899204,37,,,M. Leighton,2013.0,Up to Me,"Up to Me (The Bad Boys, #2)",eng,4.12,30597,32007,1862,285,1115,5664,12312,12631,https://images.gr-assets.com/books/1355328750m/16093188.jpg,https://images.gr-assets.com/books/1355328750s/16093188.jpg
5064,16124019,16124019,21940541,12,,,Mira Lyn Kelly,2012.0,Waking Up Married,"Waking Up Married (Waking Up, #1)",en-US,3.53,23812,24220,1725,915,2538,8222,7874,4671,https://images.gr-assets.com/books/1352411782m/16124019.jpg,https://images.gr-assets.com/books/1352411782s/16124019.jpg
5066,207802,207802,2156005,24,60730269,9780060730260.0,Katherine Hannigan,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng,3.86,20551,20914,1639,505,1491,5255,6759,6904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5069,895886,895886,1065795,93,805072063,9780805072070.0,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home,Lassie Come-Home,,4.16,19100,19661,198,310,814,3632,5564,9341,https://images.gr-assets.com/books/1316130656m/895886.jpg,https://images.gr-assets.com/books/1316130656s/895886.jpg
5078,4758093,4758093,4822885,30,61767581,9780061767590.0,Lauren Conrad,2009.0,L.A. Candy,"L.A. Candy (L.A. Candy, #1)",en-US,3.36,21910,23402,2076,1192,3587,8352,6128,4143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5085,22910900,22910900,42475450,40,1406331163,9781406331160.0,Patrick Ness,2015.0,The Rest of Us Just Live Here,The Rest of Us Just Live Here,eng,3.76,23412,29416,5689,560,2098,8153,11561,7044,https://images.gr-assets.com/books/1429800081m/22910900.jpg,https://images.gr-assets.com/books/1429800081s/22910900.jpg
5091,112525,112525,1693257,44,031605755X,9780316057550.0,Daniel Woodrell,2006.0,Winter's Bone,Winter's Bone,eng,3.92,18306,23007,3070,350,1283,4893,9755,6726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5095,228534,228534,221326,59,316780375,9780316780380.0,Anita Shreve,1997.0,The Weight of Water,The Weight of Water,eng,3.62,21394,22568,1452,442,1974,7402,8542,4208,https://images.gr-assets.com/books/1327936566m/228534.jpg,https://images.gr-assets.com/books/1327936566s/228534.jpg
5096,16062210,16062210,21850431,10,1301786454,9781301786460.0,Katie Ashley,2013.0,Music of the Heart,"Music of the Heart (Runaway Train, #1)",eng,4.0,32013,33943,2290,886,1896,6374,11851,12936,https://images.gr-assets.com/books/1458915186m/16062210.jpg,https://images.gr-assets.com/books/1458915186s/16062210.jpg
5097,41951,41951,3154658,59,451203771,9780451203780.0,Maeve Binchy,2000.0,The Scarlet Feather,Scarlet Feather,eng,3.93,20948,22198,796,141,817,5761,9175,6304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5105,18295852,18295852,24813023,31,316254770,9780316254780.0,Jennifer E. Smith,2014.0,The Geography of You and Me,The Geography of You and Me,eng,3.68,22368,25739,3043,718,2186,7881,8737,6217,https://images.gr-assets.com/books/1376408056m/18295852.jpg,https://images.gr-assets.com/books/1376408056s/18295852.jpg
5114,91247,91247,708860,48,192751034,9780192751030.0,"Beverly Cleary, Alan Tiegreen",1984.0,Ramona and Her Father,"Ramona and Her Father (Ramona, #4)",eng,4.02,22181,23472,532,366,897,5358,8193,8658,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg
5127,6449290,6449290,6639392,17,1565126807,9781565126800.0,Heidi W. Durrow,2010.0,The Girl Who Fell From the Sky,The Girl Who Fell from the Sky,en-US,3.6,19139,22115,3225,326,1746,7560,9322,3161,https://images.gr-assets.com/books/1285276805m/6449290.jpg,https://images.gr-assets.com/books/1285276805s/6449290.jpg
5131,29519514,29519514,49812102,18,1682305031,9781682305030.0,Erin Watt,2016.0,Broken prince,"Broken Prince (The Royals, #2)",eng,4.11,21901,27170,3523,429,1312,4619,9216,11594,https://images.gr-assets.com/books/1464248584m/29519514.jpg,https://images.gr-assets.com/books/1464248584s/29519514.jpg
5133,9296438,9296438,14179025,27,031238078X,9780312380790.0,Lisa Scottoline,2011.0,Save Me,Save Me,,3.63,20168,21693,2592,749,2332,6182,7396,5034,https://images.gr-assets.com/books/1311983193m/9296438.jpg,https://images.gr-assets.com/books/1311983193s/9296438.jpg
5140,16054808,16054808,21839952,31,037587089X,9780375870900.0,Chris Grabenstein,2013.0,Escape from Mr. Lemoncello's Library,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),eng,4.13,21376,23515,3927,418,897,4027,8101,10072,https://images.gr-assets.com/books/1379335670m/16054808.jpg,https://images.gr-assets.com/books/1379335670s/16054808.jpg
5142,6926176,6926176,7155865,25,1414318634,9781414318640.0,Francine Rivers,2010.0,"Her Mother's Hope (Marta's Legacy, #1)","Her Mother's Hope (Marta's Legacy, #1)",en-US,4.28,18257,19551,1128,202,570,2621,6413,9745,https://images.gr-assets.com/books/1406510447m/6926176.jpg,https://images.gr-assets.com/books/1406510447s/6926176.jpg
5150,446,446,1991577,66,312426232,9780312426230.0,Paul Auster,2005.0,The Brooklyn Follies,The Brooklyn Follies,eng,3.81,15635,18350,1348,241,1057,4746,8145,4161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5152,159582,159582,583534,94,689846231,9780689846240.0,Marjorie Kinnan Rawlings,1930.0,The Yearling,The Yearling,eng,3.99,21797,22845,865,628,1284,4723,7327,8883,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5153,13561164,13561164,19135892,30,373210639,9780373210630.0,Katie McGarry,2013.0,Dare You To,"Dare You To (Pushing the Limits, #2)",eng,4.18,32490,34744,3555,315,1121,5633,12760,14915,https://images.gr-assets.com/books/1354200468m/13561164.jpg,https://images.gr-assets.com/books/1354200468s/13561164.jpg
5157,5158,5158,3166,26,375703063,9780375703060.0,Kaye Gibbons,1989.0,A Virtuous Woman ,A Virtuous Woman,eng,3.67,21311,21650,532,373,1649,7272,7775,4581,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5161,24452249,24452249,43082585,36,1476798176,9781476798170.0,Bill Clegg,2015.0,Did You Ever Have a Family,Did You Ever Have a Family,eng,3.81,17129,20086,3092,402,1281,4956,8535,4912,https://images.gr-assets.com/books/1440378380m/24452249.jpg,https://images.gr-assets.com/books/1440378380s/24452249.jpg
5169,9917945,9917945,13004668,11,1416983244,9781416983250.0,Ellen Hopkins,2011.0,,"Perfect (Impulse, #2)",en-US,4.35,21089,21716,1443,207,566,2740,6156,12047,https://images.gr-assets.com/books/1296179689m/9917945.jpg,https://images.gr-assets.com/books/1296179689s/9917945.jpg
5172,17316075,17316075,23984106,29,,2940016487080.0,Monica  Murphy,2013.0,Second Chance Boyfriend,"Second Chance Boyfriend (One Week Girlfriend, #2)",eng,4.06,30299,32638,2071,365,1294,6311,12594,12074,https://images.gr-assets.com/books/1370492442m/17316075.jpg,https://images.gr-assets.com/books/1370492442s/17316075.jpg
5177,10846336,10846336,15760836,25,1608195228,9781608195220.0,Jesmyn Ward,2010.0,Salvage the Bones,Salvage the Bones,eng,3.81,18505,20611,3126,539,1516,4888,8102,5566,https://images.gr-assets.com/books/1317067649m/10846336.jpg,https://images.gr-assets.com/books/1317067649s/10846336.jpg
5183,16116760,16116760,21934498,9,1480118516,9781301442430.0,Natasha Preston,2012.0,Silence,"Silence (Silence, #1)",en-US,3.93,13042,22407,1971,885,1775,4414,6256,9077,https://images.gr-assets.com/books/1351519075m/16116760.jpg,https://images.gr-assets.com/books/1351519075s/16116760.jpg
5184,20309175,20309175,28143699,39,1250059305,9781250059310.0,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,My True Love Gave to Me: Twelve Holiday Stories,My True Love Gave to Me: Twelve Holiday Stories,eng,3.73,22480,26790,5521,564,1459,8074,11293,5400,https://images.gr-assets.com/books/1459353572m/20309175.jpg,https://images.gr-assets.com/books/1459353572s/20309175.jpg
5188,66370,66370,1657128,45,451076451,9780451076460.0,"Richard Bachman, Stephen King",1977.0,Rage,Rage,eng,3.8,21746,23235,975,373,1777,6633,7889,6563,https://images.gr-assets.com/books/1299003176m/66370.jpg,https://images.gr-assets.com/books/1299003176s/66370.jpg
5197,16122034,16122034,21943079,11,1939392748,9781939392750.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Frigid,"Frigid (Frigid, #1)",eng,3.79,32611,34703,2684,956,2529,9007,12602,9609,https://images.gr-assets.com/books/1364364323m/16122034.jpg,https://images.gr-assets.com/books/1364364323s/16122034.jpg
5199,6202556,6202556,6383049,46,805088415,9780805088410.0,Jacqueline Kelly,2009.0,The Evolution of Calpurnia Tate,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",en-US,3.97,22291,24382,4019,589,1194,4768,9552,8279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5211,215631,215631,766708,49,743412028,9780743412020.0,Catherine Ryan Hyde,1999.0,Pay It Forward,Pay It Forward,eng,4.15,18220,19556,728,201,718,3541,6512,8584,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5219,30002998,30002998,50407655,43,,,Nicholas Sparks,2016.0,Two By Two,Two By Two,eng,3.9,27691,31897,2945,1212,2419,6446,10147,11673,https://images.gr-assets.com/books/1461620101m/30002998.jpg,https://images.gr-assets.com/books/1461620101s/30002998.jpg
5231,2458340,2458340,3441259,53,385664443,9780385664450.0,Sara Gruen,2010.0,Ape House,Ape House,eng,3.46,21093,24513,3927,747,2903,8568,8813,3482,https://images.gr-assets.com/books/1328023833m/2458340.jpg,https://images.gr-assets.com/books/1328023833s/2458340.jpg
5233,22674105,22674105,42179165,27,385539088,9780385539080.0,Kevin Kwan,2015.0,China Rich Girlfriend,China Rich Girlfriend (Crazy Rich Asians #2),eng,3.74,17708,21983,2377,272,1361,6695,9167,4488,https://images.gr-assets.com/books/1419179404m/22674105.jpg,https://images.gr-assets.com/books/1419179404s/22674105.jpg
5236,15793186,15793186,21515150,29,1250015545,9781250015550.0,Ann Leary,2013.0,The Good House,The Good House,en-GB,3.66,16490,18588,2430,302,1317,5947,7800,3222,https://images.gr-assets.com/books/1392668194m/15793186.jpg,https://images.gr-assets.com/books/1392668194s/15793186.jpg
5237,14362,14362,1828689,34,446675369,9780446675370.0,Rudolfo Anaya,1972.0,"Bless Me, Ultima","Bless Me, Ultima",en-US,3.74,18380,20665,1758,787,1874,5132,6964,5908,https://images.gr-assets.com/books/1474056548m/14362.jpg,https://images.gr-assets.com/books/1474056548s/14362.jpg
5242,7963208,7963208,11870076,63,312593317,9780312593320.0,Tatiana de Rosnay,2009.0,Boomerang,A Secret Kept,eng,3.33,19079,21564,2714,822,3074,8488,6571,2609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5250,11382346,16168721,16313871,9,,9780615408990.0,Jillian Dodd,2011.0,That Boy,"That Boy (That Boy, #1)",eng,3.96,20981,27836,2067,961,1809,5324,8920,10822,https://images.gr-assets.com/books/1305572809m/11382346.jpg,https://images.gr-assets.com/books/1305572809s/11382346.jpg
